CustomerID,FirstName,LastName,Gender,BirthDate,JoinDate,PurchaseDate,ItemPurchased,QuantityPurchased,PurchaseAmount,Frequency,ReviewGiven
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2020-09-29,Item_23,1,135.9779808550935,Monthly,3
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2021-10-09,Item_6,1,41.40588108433316,Daily,4
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2021-08-28,Item_27,1,172.08702844669358,Weekly,3
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2021-05-09,Item_24,1,96.20179057500371,Monthly,4
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2020-08-25,Item_44,1,33.601793678331276,Daily,1
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2021-09-17,Item_47,4,15.584944693736386,Monthly,5
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2021-11-20,Item_21,3,78.54677863101396,Daily,3
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2021-03-09,Item_37,2,60.423607745756975,Monthly,3
52,Customer52,Last52,Female,1999-04-26,2021-03-10,2020-11-20,Item_45,1,150.59741347026625,Daily,4
53,Customer53,Last53,Male,2005-01-07,2021-02-16,2021-11-18,Item_14,3,147.71704637607107,Weekly,3
53,Customer53,Last53,Male,2005-01-07,2021-02-16,2020-03-20,Item_11,3,184.3729729425617,Weekly,1
53,Customer53,Last53,Male,2005-01-07,2021-02-16,2020-03-04,Item_12,2,147.62031923856563,Monthly,2
53,Customer53,Last53,Male,2005-01-07,2021-02-16,2020-05-29,Item_29,3,99.36062027933927,Weekly,5
53,Customer53,Last53,Male,2005-01-07,2021-02-16,2021-08-26,Item_31,1,188.09712590101424,Monthly,5
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-08-03,Item_1,4,123.52041390006671,Daily,3
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-05-11,Item_26,3,85.36535750527678,Daily,5
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-08-20,Item_3,2,174.2010737580921,Daily,1
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-03-11,Item_36,2,176.79932021785223,Weekly,2
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2021-09-16,Item_23,2,45.071174612036266,Daily,4
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-01-11,Item_42,4,39.76130302502358,Monthly,4
54,Customer54,Last54,Female,2009-03-22,2021-12-19,2020-11-13,Item_44,4,38.309949868356256,Weekly,1
55,Customer55,Last55,Male,2004-02-24,2021-04-03,2021-01-21,Item_38,3,132.85512355034342,Weekly,2
55,Customer55,Last55,Male,2004-02-24,2021-04-03,2020-11-22,Item_12,2,171.12908031484665,Weekly,4
55,Customer55,Last55,Male,2004-02-24,2021-04-03,2020-01-29,Item_45,4,102.21820680037855,Daily,5
56,Customer56,Last56,Female,2019-12-22,2021-04-04,2021-02-07,Item_15,1,88.3048767499266,Daily,2
56,Customer56,Last56,Female,2019-12-22,2021-04-04,2021-04-27,Item_37,1,126.2686960140929,Weekly,3
56,Customer56,Last56,Female,2019-12-22,2021-04-04,2021-03-28,Item_13,4,189.93683767035736,Daily,2
56,Customer56,Last56,Female,2019-12-22,2021-04-04,2021-08-11,Item_12,2,52.96793980208874,Daily,4
56,Customer56,Last56,Female,2019-12-22,2021-04-04,2020-02-17,Item_13,4,152.3639054121975,Monthly,3
57,Customer57,Last57,Female,2009-08-25,2021-09-27,2020-08-29,Item_8,3,84.92941152548654,Weekly,1
57,Customer57,Last57,Female,2009-08-25,2021-09-27,2021-08-16,Item_30,3,134.27440112067964,Weekly,4
57,Customer57,Last57,Female,2009-08-25,2021-09-27,2021-08-14,Item_4,3,151.72578967459816,Weekly,2
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-07-11,Item_16,1,70.26718618542574,Monthly,1
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-02-01,Item_1,1,146.3507993226396,Daily,3
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-10-18,Item_31,4,85.98198929278968,Monthly,2
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2020-07-22,Item_9,1,39.0669221574269,Weekly,4
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-11-27,Item_42,3,58.80793105268582,Monthly,2
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-01-11,Item_1,4,165.55965077411133,Weekly,5
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2020-02-07,Item_39,2,17.22415116511643,Daily,5
58,Customer58,Last58,Male,1999-09-07,2020-04-30,2021-04-17,Item_48,3,25.69735605726105,Monthly,1
59,Customer59,Last59,Male,2012-10-17,2021-12-23,2020-04-04,Item_22,2,71.19799342167371,Daily,3
59,Customer59,Last59,Male,2012-10-17,2021-12-23,2021-09-18,Item_1,1,134.9364594278244,Daily,5
59,Customer59,Last59,Male,2012-10-17,2021-12-23,2020-02-07,Item_9,4,41.54651954907713,Daily,4
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2020-10-21,Item_43,4,88.47592318306243,Weekly,1
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2021-01-04,Item_41,1,56.753235171619664,Monthly,5
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2021-11-26,Item_15,4,90.66021078730876,Daily,2
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2021-04-18,Item_35,2,130.85344510866676,Weekly,4
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2021-04-15,Item_17,2,169.49757280514572,Monthly,5
60,Customer60,Last60,Male,2006-01-31,2021-10-30,2020-04-04,Item_13,2,95.47001951478626,Weekly,3
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2021-06-15,Item_6,1,135.71014657051788,Daily,2
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2020-06-05,Item_14,2,162.4048060442416,Weekly,1
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2020-06-14,Item_35,3,195.43826142377057,Daily,1
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2020-04-18,Item_25,4,60.94641381814754,Monthly,1
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2020-03-16,Item_41,3,156.65296797450804,Weekly,4
61,Customer61,Last61,Male,2008-12-04,2021-08-03,2021-01-05,Item_5,3,89.41808743539202,Weekly,1
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2021-08-02,Item_17,3,71.92583815089424,Weekly,1
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2020-05-30,Item_21,3,111.50601913552457,Weekly,3
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2020-06-25,Item_32,2,137.37323708733834,Weekly,2
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2020-01-24,Item_49,3,111.71803935010557,Daily,1
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2020-02-16,Item_41,1,171.7752411347404,Weekly,1
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2021-10-17,Item_22,4,32.352357750271786,Daily,1
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2021-09-29,Item_31,1,184.4595199283273,Monthly,5
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2020-11-13,Item_34,3,82.50626857476801,Daily,3
62,Customer62,Last62,Male,2000-06-08,2021-08-04,2021-02-10,Item_48,1,24.105765867793423,Weekly,1
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2021-03-07,Item_21,1,27.32125317717642,Weekly,5
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2021-07-03,Item_42,3,186.62511671017793,Weekly,3
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2020-08-27,Item_44,4,155.66466568807715,Monthly,5
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2020-03-23,Item_41,1,46.85123478087722,Weekly,1
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2020-11-03,Item_18,2,14.186680456525796,Weekly,5
63,Customer63,Last63,Male,1996-10-02,2020-05-12,2020-06-18,Item_27,3,154.25725928156015,Monthly,5
64,Customer64,Last64,Male,2011-05-24,2021-04-01,2020-12-10,Item_39,1,108.83619941779534,Weekly,1
64,Customer64,Last64,Male,2011-05-24,2021-04-01,2021-04-07,Item_40,1,150.23313343431826,Monthly,1
64,Customer64,Last64,Male,2011-05-24,2021-04-01,2020-07-23,Item_20,3,166.94741981664865,Monthly,4
64,Customer64,Last64,Male,2011-05-24,2021-04-01,2020-10-23,Item_34,3,196.54175171951925,Monthly,4
65,Customer65,Last65,Male,2017-03-04,2021-10-01,2021-10-31,Item_19,3,109.03448517221352,Monthly,2
65,Customer65,Last65,Male,2017-03-04,2021-10-01,2021-06-05,Item_4,1,53.19788701825877,Monthly,3
65,Customer65,Last65,Male,2017-03-04,2021-10-01,2020-05-26,Item_46,2,191.68221622330017,Monthly,3
65,Customer65,Last65,Male,2017-03-04,2021-10-01,2020-08-04,Item_26,2,40.56115305197178,Daily,3
65,Customer65,Last65,Male,2017-03-04,2021-10-01,2020-05-12,Item_18,3,87.5782051242957,Monthly,5
66,Customer66,Last66,Female,2004-11-21,2020-07-16,2021-06-05,Item_38,4,52.852627064309736,Daily,1
66,Customer66,Last66,Female,2004-11-21,2020-07-16,2021-02-13,Item_20,3,47.4592840488467,Daily,2
66,Customer66,Last66,Female,2004-11-21,2020-07-16,2021-09-05,Item_40,3,149.74606523263213,Monthly,4
66,Customer66,Last66,Female,2004-11-21,2020-07-16,2021-05-11,Item_29,4,140.50358955825553,Daily,1
67,Customer67,Last67,Female,2001-10-16,2021-11-10,2020-04-14,Item_3,2,155.3862642655991,Monthly,2
67,Customer67,Last67,Female,2001-10-16,2021-11-10,2021-08-12,Item_23,2,175.0911188527085,Monthly,2
67,Customer67,Last67,Female,2001-10-16,2021-11-10,2020-01-28,Item_6,2,32.35331540997614,Monthly,4
67,Customer67,Last67,Female,2001-10-16,2021-11-10,2020-04-10,Item_24,1,84.23838946658651,Monthly,4
68,Customer68,Last68,Male,1990-01-04,2020-06-01,2021-06-04,Item_6,3,72.51331318478582,Weekly,1
68,Customer68,Last68,Male,1990-01-04,2020-06-01,2021-10-21,Item_8,2,33.36445362062908,Monthly,3
68,Customer68,Last68,Male,1990-01-04,2020-06-01,2020-10-19,Item_42,4,75.29600659572958,Weekly,5
68,Customer68,Last68,Male,1990-01-04,2020-06-01,2020-02-01,Item_48,1,26.564098888047923,Daily,1
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2021-01-01,Item_30,4,13.963616465392239,Monthly,1
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2021-07-21,Item_11,2,182.04971054263802,Daily,3
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2020-02-03,Item_28,4,137.22449706545274,Weekly,2
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2021-02-23,Item_28,2,73.37821439971808,Monthly,2
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2021-10-20,Item_42,3,166.1432243412065,Daily,4
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2020-07-21,Item_23,1,53.48997492085659,Weekly,4
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2020-02-18,Item_39,4,97.72923458635262,Monthly,2
69,Customer69,Last69,Female,2000-08-04,2020-05-21,2020-12-16,Item_47,3,53.07877275546703,Daily,4
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2020-11-19,Item_42,4,48.67987326502611,Daily,3
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2020-07-18,Item_26,4,173.28900072331194,Weekly,1
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2020-01-14,Item_49,4,63.07986564759611,Weekly,1
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2020-12-10,Item_46,3,149.16525904923705,Weekly,4
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2021-06-07,Item_48,2,149.20069459315823,Weekly,5
70,Customer70,Last70,Female,2001-01-16,2021-01-12,2020-10-11,Item_38,2,109.83263338368164,Daily,4
71,Customer71,Last71,Female,2000-09-03,2020-03-13,2020-10-14,Item_33,2,123.68218037326112,Daily,5
71,Customer71,Last71,Female,2000-09-03,2020-03-13,2021-06-19,Item_21,4,135.15150777941426,Monthly,4
72,Customer72,Last72,Female,1994-01-09,2020-09-22,2020-11-09,Item_6,4,147.44690546633439,Daily,1
72,Customer72,Last72,Female,1994-01-09,2020-09-22,2020-04-16,Item_14,1,116.24511329757203,Weekly,1
72,Customer72,Last72,Female,1994-01-09,2020-09-22,2020-07-05,Item_6,3,72.77752073639704,Weekly,4
73,Customer73,Last73,Male,1990-07-19,2020-01-18,2021-08-04,Item_38,1,147.7795882347118,Daily,4
73,Customer73,Last73,Male,1990-07-19,2020-01-18,2021-03-10,Item_9,1,54.224997949244866,Monthly,1
74,Customer74,Last74,Female,1998-10-30,2021-10-01,2021-09-09,Item_25,3,75.80113603191067,Monthly,3
74,Customer74,Last74,Female,1998-10-30,2021-10-01,2021-08-26,Item_50,3,71.46507503318001,Daily,3
74,Customer74,Last74,Female,1998-10-30,2021-10-01,2020-01-25,Item_12,1,114.51746868704964,Daily,5
74,Customer74,Last74,Female,1998-10-30,2021-10-01,2020-11-01,Item_40,1,172.01832377638513,Weekly,3
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2020-08-28,Item_30,3,134.82693293725367,Monthly,2
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2020-04-06,Item_10,3,72.86897896794267,Daily,1
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2021-09-06,Item_26,3,14.349826745462847,Monthly,2
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2021-08-21,Item_42,3,120.60816365819473,Daily,4
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2020-11-29,Item_20,2,54.812943837300544,Weekly,3
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2021-08-03,Item_5,2,193.87361664964388,Daily,1
75,Customer75,Last75,Male,2005-11-23,2021-08-24,2020-10-31,Item_42,4,27.67579242740517,Daily,5
76,Customer76,Last76,Female,1995-09-28,2020-09-17,2021-11-28,Item_33,2,123.19263835590178,Weekly,5
76,Customer76,Last76,Female,1995-09-28,2020-09-17,2021-06-05,Item_20,1,66.49745916499938,Monthly,3
76,Customer76,Last76,Female,1995-09-28,2020-09-17,2020-05-16,Item_27,4,46.042021153188664,Daily,3
76,Customer76,Last76,Female,1995-09-28,2020-09-17,2020-07-14,Item_39,1,193.58624803429166,Monthly,4
77,Customer77,Last77,Female,2003-08-26,2021-12-25,2020-07-18,Item_22,4,30.205307988597173,Daily,3
78,Customer78,Last78,Female,1998-02-07,2020-08-30,2021-05-18,Item_43,4,158.27595746798215,Monthly,2
78,Customer78,Last78,Female,1998-02-07,2020-08-30,2020-01-10,Item_9,4,103.95141494606766,Monthly,5
78,Customer78,Last78,Female,1998-02-07,2020-08-30,2021-10-26,Item_20,4,36.78232922913616,Daily,5
78,Customer78,Last78,Female,1998-02-07,2020-08-30,2020-02-13,Item_15,2,162.4473225402602,Weekly,4
78,Customer78,Last78,Female,1998-02-07,2020-08-30,2020-07-31,Item_28,4,63.92740493446885,Daily,2
79,Customer79,Last79,Male,1994-09-17,2021-05-24,2020-03-18,Item_7,1,43.8679687118819,Daily,2
79,Customer79,Last79,Male,1994-09-17,2021-05-24,2020-07-27,Item_29,3,48.557909839231414,Weekly,2
79,Customer79,Last79,Male,1994-09-17,2021-05-24,2021-06-15,Item_32,4,166.36210478208235,Monthly,2
79,Customer79,Last79,Male,1994-09-17,2021-05-24,2021-01-03,Item_16,1,197.73245766402707,Monthly,5
80,Customer80,Last80,Female,2019-09-09,2020-02-13,2020-01-28,Item_24,2,100.22844326618154,Monthly,2
80,Customer80,Last80,Female,2019-09-09,2020-02-13,2021-11-09,Item_49,3,58.528562090191706,Weekly,5
80,Customer80,Last80,Female,2019-09-09,2020-02-13,2020-06-29,Item_22,1,20.883247704748438,Weekly,5
81,Customer81,Last81,Male,1990-06-02,2021-03-27,2021-02-21,Item_48,1,158.85031792890678,Daily,1
81,Customer81,Last81,Male,1990-06-02,2021-03-27,2021-06-30,Item_35,2,117.64931881256953,Monthly,5
81,Customer81,Last81,Male,1990-06-02,2021-03-27,2021-07-29,Item_22,1,143.04787229445898,Daily,3
81,Customer81,Last81,Male,1990-06-02,2021-03-27,2020-07-12,Item_50,2,26.879646566637234,Weekly,5
82,Customer82,Last82,Female,2015-05-14,2020-11-09,2021-01-28,Item_12,4,134.45177437810062,Daily,2
82,Customer82,Last82,Female,2015-05-14,2020-11-09,2021-01-14,Item_44,4,144.0232628813187,Monthly,4
82,Customer82,Last82,Female,2015-05-14,2020-11-09,2021-07-12,Item_13,1,193.37465100412933,Monthly,3
82,Customer82,Last82,Female,2015-05-14,2020-11-09,2021-01-10,Item_35,2,131.13512024934366,Monthly,2
83,Customer83,Last83,Male,2002-01-13,2021-11-10,2020-09-05,Item_40,1,43.775613691737156,Weekly,2
83,Customer83,Last83,Male,2002-01-13,2021-11-10,2021-10-13,Item_22,1,126.67544912509986,Weekly,2
83,Customer83,Last83,Male,2002-01-13,2021-11-10,2021-02-14,Item_41,1,33.69567081316419,Daily,2
83,Customer83,Last83,Male,2002-01-13,2021-11-10,2021-09-02,Item_45,4,77.7674850869353,Weekly,4
83,Customer83,Last83,Male,2002-01-13,2021-11-10,2020-02-12,Item_15,1,18.76347722378943,Monthly,4
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2021-12-08,Item_29,2,85.15356593719405,Monthly,2
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2021-05-01,Item_32,2,190.2308374217724,Weekly,2
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2020-01-11,Item_39,4,13.805007625906649,Monthly,1
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2020-10-26,Item_17,2,10.063176162892987,Monthly,1
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2021-05-08,Item_15,3,81.61369129991067,Daily,5
84,Customer84,Last84,Female,2004-11-01,2020-01-27,2021-04-01,Item_36,1,154.99950533918897,Daily,2
85,Customer85,Last85,Male,2007-02-01,2021-09-09,2021-12-25,Item_42,4,96.80314252727004,Monthly,5
85,Customer85,Last85,Male,2007-02-01,2021-09-09,2020-08-28,Item_43,4,177.47564813825406,Weekly,2
85,Customer85,Last85,Male,2007-02-01,2021-09-09,2020-08-14,Item_27,4,132.23938418323903,Weekly,1
85,Customer85,Last85,Male,2007-02-01,2021-09-09,2020-01-11,Item_8,2,80.95789326739295,Daily,3
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-11-07,Item_33,1,57.03259156464128,Daily,2
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-03-23,Item_40,1,117.05339619620717,Daily,5
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-11-26,Item_1,1,41.60300547119701,Daily,3
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-08-26,Item_45,3,195.57779534589,Monthly,1
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-03-28,Item_6,2,127.25959884517289,Daily,5
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-05-13,Item_16,3,124.48510113014434,Monthly,4
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2020-07-15,Item_5,4,35.29755079383842,Weekly,5
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2021-11-09,Item_8,2,177.16513232896835,Weekly,4
86,Customer86,Last86,Male,2007-07-07,2020-12-03,2020-02-09,Item_24,2,58.54373548456489,Weekly,2
87,Customer87,Last87,Female,1996-11-11,2021-08-07,2020-03-31,Item_4,4,158.92818514958375,Daily,2
89,Customer89,Last89,Female,1993-01-09,2021-03-03,2020-06-01,Item_11,1,94.7002737696735,Monthly,3
89,Customer89,Last89,Female,1993-01-09,2021-03-03,2021-10-24,Item_30,4,148.74676794712772,Weekly,2
89,Customer89,Last89,Female,1993-01-09,2021-03-03,2021-08-27,Item_11,3,22.253341537341832,Daily,4
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-02-28,Item_38,1,149.716556746493,Daily,4
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-04-23,Item_20,1,80.84124106589755,Weekly,1
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2020-10-10,Item_41,1,175.15932868369998,Monthly,3
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-01-10,Item_39,1,84.29812498105314,Weekly,2
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-05-11,Item_36,4,129.3105100268008,Daily,1
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2020-07-06,Item_10,4,53.12329192941919,Monthly,4
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-12-10,Item_31,2,177.06104539958926,Weekly,5
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-10-04,Item_33,2,84.7550908470824,Weekly,2
90,Customer90,Last90,Female,2017-09-26,2021-09-02,2021-04-12,Item_36,4,92.74603633565027,Weekly,3
91,Customer91,Last91,Female,2015-02-16,2020-05-08,2020-07-25,Item_8,3,95.52364215975433,Monthly,2
91,Customer91,Last91,Female,2015-02-16,2020-05-08,2021-01-27,Item_50,2,140.3231414994741,Monthly,3
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2021-08-18,Item_29,1,191.00324122735623,Daily,1
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2020-12-19,Item_21,3,134.39168547195615,Daily,1
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2020-07-04,Item_28,2,90.54951445352738,Monthly,4
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2020-04-04,Item_2,4,198.40179768535205,Weekly,4
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2020-03-10,Item_19,4,137.57643762998222,Monthly,3
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2020-02-19,Item_39,3,176.10986941594518,Weekly,4
92,Customer92,Last92,Female,1990-05-14,2020-02-11,2021-05-24,Item_12,4,75.72488502532191,Daily,4
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2021-03-22,Item_14,2,169.68595719261737,Monthly,3
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2021-10-30,Item_16,2,125.05224995252775,Daily,1
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2021-05-07,Item_30,3,40.26461459613297,Daily,4
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2020-06-14,Item_33,4,60.33013497497935,Weekly,1
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2020-12-18,Item_28,2,85.4639677115501,Weekly,3
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2021-09-04,Item_13,2,80.52934783909967,Monthly,4
93,Customer93,Last93,Female,1998-05-03,2021-01-13,2020-11-21,Item_11,1,128.05545447817062,Daily,2
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2020-04-29,Item_35,3,107.88328236340901,Weekly,4
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2020-09-09,Item_31,2,131.63196252735156,Daily,2
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2021-01-25,Item_22,1,193.79767377977228,Weekly,1
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2020-12-02,Item_16,3,161.73272175272274,Weekly,1
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2021-01-15,Item_49,2,150.5487630962527,Daily,2
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2020-02-20,Item_23,4,73.99969535360961,Weekly,5
94,Customer94,Last94,Female,2000-09-24,2020-10-19,2021-12-22,Item_11,2,42.125403367638576,Monthly,3
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2021-11-11,Item_26,2,174.62334683025264,Monthly,5
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2021-08-07,Item_14,1,175.93396572753107,Weekly,3
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2020-08-16,Item_10,4,12.096006709868501,Daily,2
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2021-03-01,Item_30,2,106.92084537477679,Weekly,5
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2021-09-21,Item_17,2,52.79250343101305,Daily,3
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2020-06-18,Item_14,3,70.7366981637035,Monthly,2
95,Customer95,Last95,Female,2015-04-13,2021-02-06,2021-11-07,Item_18,4,84.0542836110335,Weekly,2
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-07-30,Item_43,2,39.1950272506114,Monthly,5
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-02-28,Item_25,3,110.76733480836866,Weekly,3
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-07-06,Item_23,3,141.70684875630937,Weekly,5
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-07-19,Item_21,3,107.65921488365774,Monthly,3
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2020-08-17,Item_35,1,62.16264826002382,Daily,3
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-08-27,Item_11,1,87.80079207098873,Daily,5
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2021-12-27,Item_46,4,70.33097509658003,Monthly,3
96,Customer96,Last96,Female,1996-10-27,2020-07-30,2020-10-17,Item_3,1,62.366344348999625,Monthly,2
97,Customer97,Last97,Female,1992-11-04,2020-07-05,2021-04-03,Item_36,2,86.61965861352805,Daily,5
97,Customer97,Last97,Female,1992-11-04,2020-07-05,2020-02-15,Item_31,1,148.8576002254665,Daily,1
98,Customer98,Last98,Female,2003-07-30,2021-04-15,2020-09-25,Item_13,2,73.1397788174707,Weekly,1
98,Customer98,Last98,Female,2003-07-30,2021-04-15,2021-03-23,Item_15,4,82.214156698069,Weekly,3
98,Customer98,Last98,Female,2003-07-30,2021-04-15,2021-05-12,Item_17,4,126.84586566481515,Daily,2
98,Customer98,Last98,Female,2003-07-30,2021-04-15,2020-01-19,Item_23,4,42.96121411053188,Monthly,1
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-03-06,Item_1,1,87.00893478629125,Daily,3
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-03-02,Item_7,2,69.30813077232494,Daily,2
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-01-04,Item_38,1,78.25764210408666,Monthly,5
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2021-04-28,Item_27,1,167.09938790525672,Monthly,4
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2021-11-17,Item_29,4,198.73401809813942,Weekly,4
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-10-02,Item_5,2,183.7049380307793,Daily,2
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2021-06-02,Item_39,2,160.8113315722981,Monthly,4
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-11-27,Item_3,3,180.66970918561412,Daily,1
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2021-08-06,Item_45,4,33.186659903635054,Monthly,1
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2021-02-19,Item_10,1,54.20265232690939,Weekly,4
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-09-04,Item_12,2,81.2993818441066,Daily,5
99,Customer99,Last99,Female,2015-04-10,2021-10-28,2020-06-26,Item_21,3,113.08370264513036,Weekly,2
100,Customer100,Last100,Male,1998-09-17,2020-11-27,2020-11-08,Item_7,1,19.94438639943658,Weekly,3
100,Customer100,Last100,Male,1998-09-17,2020-11-27,2021-02-04,Item_23,3,120.29025127616818,Monthly,1
100,Customer100,Last100,Male,1998-09-17,2020-11-27,2020-01-16,Item_46,3,50.23351662644089,Daily,3
100,Customer100,Last100,Male,1998-09-17,2020-11-27,2020-05-27,Item_2,3,150.4659996813069,Daily,1
